,income_group,region_group,literacy_1524_m,Sex,Location,Wealth,year,Completed_UpSec,Completed_LowSec,Completed_Prim
12465,Lower middle income countries,Eastern and South-eastern Asia,0.4542,Female,,,2000.0,4.19,3.25,16.580000000000002
12466,Lower middle income countries,Eastern and South-eastern Asia,0.506,Female,,,2000.0,2.69,8.12,23.189999999999998
12467,Lower middle income countries,Eastern and South-eastern Asia,0.5792,Female,,,2000.0,0.0,7.7299999999999995,35.06
12468,Lower middle income countries,Eastern and South-eastern Asia,0.5187,Female,,,2000.0,0.0,12.9,33.11
12469,Lower middle income countries,Eastern and South-eastern Asia,0.351,Female,,,2000.0,4.53,4.75,11.25
12470,Lower middle income countries,Eastern and South-eastern Asia,0.6704,Female,,,2000.0,1.6199999999999999,17.57,33.47
12471,Lower middle income countries,Eastern and South-eastern Asia,0.4879,Female,,,2000.0,,,25.06
12472,Lower middle income countries,Eastern and South-eastern Asia,0.854,Female,,,2000.0,12.030000000000001,38.82,68.11
12473,Lower middle income countries,Eastern and South-eastern Asia,0.36,Female,,,2000.0,0.0,1.0999999999999999,25.900000000000002
12474,Lower middle income countries,Eastern and South-eastern Asia,0.3441,Female,,,2000.0,,8.7,
12475,Lower middle income countries,Eastern and South-eastern Asia,0.4062,Female,,,2000.0,1.6,3.75,13.780000000000001
12476,Lower middle income countries,Eastern and South-eastern Asia,0.531,Female,,,2000.0,0.0,2.39,16.34
12477,Lower middle income countries,Eastern and South-eastern Asia,0.4433,Female,,,2000.0,1.69,3.17,21.59
12478,Lower middle income countries,Eastern and South-eastern Asia,0.2176,Female,,,2000.0,,,5.76
12479,Lower middle income countries,Eastern and South-eastern Asia,0.5464,Female,,,2000.0,1.97,6.23,33.51
12480,Lower middle income countries,Eastern and South-eastern Asia,0.5735,Female,,,2000.0,1.3,5.84,28.57
12481,Lower middle income countries,Eastern and South-eastern Asia,0.7424,,Rural,,2005.0,6.64,22.95,56.35
12482,Lower middle income countries,Eastern and South-eastern Asia,0.8819,,Urban,,2005.0,26.07,43.01,72.61999999999999
12483,Lower middle income countries,Eastern and South-eastern Asia,0.7458,,Rural,,2005.0,7.01,25.480000000000004,54.81
12484,Lower middle income countries,Eastern and South-eastern Asia,0.388,,Rural,,2005.0,,,
12485,Lower middle income countries,Eastern and South-eastern Asia,0.8846,,Urban,,2005.0,24.44,43.62,67.81
12486,Lower middle income countries,Eastern and South-eastern Asia,0.6368,Female,Rural,,2005.0,4.41,19.3,55.94
12487,Lower middle income countries,Eastern and South-eastern Asia,0.7962,Female,Urban,,2005.0,21.72,38.01,72.39999999999999
12488,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Rural,,2005.0,8.97,26.490000000000002,56.730000000000004
12489,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Urban,,2005.0,30.919999999999998,48.9,72.88
12490,Lower middle income countries,Eastern and South-eastern Asia,0.3322,Female,Rural,Quintile 1,2005.0,0.0,2.15,26.31
12491,Lower middle income countries,Eastern and South-eastern Asia,0.4794,Female,Rural,Quintile 2,2005.0,0.77,8.85,41.25
12492,Lower middle income countries,Eastern and South-eastern Asia,0.6079,Female,Rural,Quintile 3,2005.0,2.08,13.8,55.17999999999999
12493,Lower middle income countries,Eastern and South-eastern Asia,0.8025,Female,Rural,Quintile 4,2005.0,2.86,25.15,77.84
12494,Lower middle income countries,Eastern and South-eastern Asia,0.9001,Female,Rural,Quintile 5,2005.0,20.41,51.61,77.92999999999999
12495,Lower middle income countries,Eastern and South-eastern Asia,0.2864,Female,Urban,Quintile 1,2005.0,0.0,1.49,29.01
12496,Lower middle income countries,Eastern and South-eastern Asia,0.455,Female,Urban,Quintile 2,2005.0,0.0,3.91,41.46
12497,Lower middle income countries,Eastern and South-eastern Asia,0.531,Female,Urban,Quintile 3,2005.0,3.75,12.25,54.190000000000005
12498,Lower middle income countries,Eastern and South-eastern Asia,0.7051,Female,Urban,Quintile 4,2005.0,5.07,16.84,71.71
12499,Lower middle income countries,Eastern and South-eastern Asia,0.8589,Female,Urban,Quintile 5,2005.0,27.22,45.71,79.67
12500,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Rural,Quintile 1,2005.0,1.51,6.329999999999999,32.440000000000005
12501,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Rural,Quintile 2,2005.0,3.42,14.430000000000001,46.18
12502,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Rural,Quintile 3,2005.0,7.580000000000001,23.200000000000003,58.10999999999999
12503,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Rural,Quintile 4,2005.0,10.91,37.36,77.10000000000001
12504,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Rural,Quintile 5,2005.0,29.54,57.79,77.42
12505,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Urban,Quintile 4,2005.0,14.330000000000002,22.39,68.71000000000001
12506,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,Urban,Quintile 5,2005.0,39.96,64.72,86.42
12507,Lower middle income countries,Eastern and South-eastern Asia,0.4104,,Rural,Quintile 1,2005.0,0.79,4.25,29.78
12508,Lower middle income countries,Eastern and South-eastern Asia,0.5656,,Rural,Quintile 2,2005.0,2.06,11.83,43.86
12509,Lower middle income countries,Eastern and South-eastern Asia,0.7088,,Rural,Quintile 3,2005.0,4.66,18.459999999999997,56.74
12510,Lower middle income countries,Eastern and South-eastern Asia,0.8736,,Rural,Quintile 4,2005.0,6.950000000000001,31.5,77.46
12511,Lower middle income countries,Eastern and South-eastern Asia,0.9431,,Rural,Quintile 5,2005.0,24.45,54.56999999999999,77.7
12512,Lower middle income countries,Eastern and South-eastern Asia,0.3088,,Urban,Quintile 1,2005.0,0.0,0.74,30.409999999999997
12513,Lower middle income countries,Eastern and South-eastern Asia,0.553,,Urban,Quintile 2,2005.0,0.16,6.67,41.370000000000005
12514,Lower middle income countries,Eastern and South-eastern Asia,0.6451,,Urban,Quintile 3,2005.0,3.1,16.45,49.53
12515,Lower middle income countries,Eastern and South-eastern Asia,0.7875,,Urban,Quintile 4,2005.0,10.31,19.48,70.14
12516,Lower middle income countries,Eastern and South-eastern Asia,0.9233,,Urban,Quintile 5,2005.0,33.06,53.839999999999996,82.44
12517,Lower middle income countries,Eastern and South-eastern Asia,0.7302,,,,2005.0,3.44,16.89,50.44
12518,Lower middle income countries,Eastern and South-eastern Asia,0.7985,,,,2005.0,3.37,19.36,66.8
12519,Lower middle income countries,Eastern and South-eastern Asia,0.7366,,,,2005.0,4.92,21.63,61.870000000000005
12520,Lower middle income countries,Eastern and South-eastern Asia,0.7755,,,,2005.0,7.630000000000001,21.279999999999998,55.86
12521,Lower middle income countries,Eastern and South-eastern Asia,0.8755,,,,2005.0,11.34,31.96,73.24000000000001
12522,Lower middle income countries,Eastern and South-eastern Asia,0.7898,,,,2005.0,7.19,21.959999999999997,62.09
12523,Lower middle income countries,Eastern and South-eastern Asia,0.9192,,,,2005.0,35.89,46.94,71.37
12524,Lower middle income countries,Eastern and South-eastern Asia,0.7293,,,,2005.0,5.87,27.21,56.49999999999999
12525,Lower middle income countries,Eastern and South-eastern Asia,0.5056,,,,2005.0,4.96,16.56,49.2
12526,Lower middle income countries,Eastern and South-eastern Asia,0.6014,,,,2005.0,2.5,19.24,39.62
12527,Lower middle income countries,Eastern and South-eastern Asia,0.7884,,,,2005.0,8.09,27.3,64.49000000000001
12528,Lower middle income countries,Eastern and South-eastern Asia,0.8618,,,,2005.0,10.870000000000001,39.739999999999995,73.16
12529,Lower middle income countries,Eastern and South-eastern Asia,0.7825,,,,2005.0,10.299999999999999,28.99,57.02
12530,Lower middle income countries,Eastern and South-eastern Asia,0.4693,,,,2005.0,,,7.670000000000001
12531,Lower middle income countries,Eastern and South-eastern Asia,0.6733,Female,,,2005.0,7.84,23.13,58.9
12532,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,13.100000000000001,30.409999999999997,58.989999999999995
12533,Lower middle income countries,Eastern and South-eastern Asia,0.649,Female,,,2005.0,1.31,11.95,53.790000000000006
12534,Lower middle income countries,Eastern and South-eastern Asia,0.7069,Female,,,2005.0,2.76,18.26,68.69
12535,Lower middle income countries,Eastern and South-eastern Asia,0.6483,Female,,,2005.0,6.18,15.83,66.72
12536,Lower middle income countries,Eastern and South-eastern Asia,0.7075,Female,,,2005.0,6.4799999999999995,17.77,55.720000000000006
12537,Lower middle income countries,Eastern and South-eastern Asia,0.7858,Female,,,2005.0,9.06,24.57,76.17
12538,Lower middle income countries,Eastern and South-eastern Asia,0.7257,Female,,,2005.0,7.19,19.11,65.63
12539,Lower middle income countries,Eastern and South-eastern Asia,0.8546,Female,,,2005.0,29.99,39.89,70.89
12540,Lower middle income countries,Eastern and South-eastern Asia,0.6159,Female,,,2005.0,5.63,22.75,51.55
12541,Lower middle income countries,Eastern and South-eastern Asia,0.3602,Female,,,2005.0,3.19,11.97,49.28
12542,Lower middle income countries,Eastern and South-eastern Asia,0.5009,Female,,,2005.0,1.7500000000000002,16.82,39.269999999999996
12543,Lower middle income countries,Eastern and South-eastern Asia,0.642,Female,,,2005.0,4.17,18.970000000000002,54.94
12544,Lower middle income countries,Eastern and South-eastern Asia,0.7626,Female,,,2005.0,4.41,38.550000000000004,72.22
12545,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,6.16,21.22,47.75
12546,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,4.08,20.25,65.24
12547,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,3.66,26.8,58.02
12548,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,8.649999999999999,24.6,55.96
12549,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,13.74,38.99,70.76
12550,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,7.180000000000001,25.06,58.97
12551,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,42.120000000000005,57.05,72.07000000000001
12552,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,6.12,31.840000000000003,60.9
12553,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,6.77,22.040000000000003,49.14
12554,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,3.3300000000000005,21.62,40.0
12555,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,11.61,33.73,72.86
12556,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,16.259999999999998,40.699999999999996,73.94
12557,Lower middle income countries,Eastern and South-eastern Asia,0.6769,Female,,,2005.0,7.79,24.16,57.089999999999996
12558,Lower middle income countries,Eastern and South-eastern Asia,0.4104,Female,,,2005.0,,,
12559,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,,2005.0,13.100000000000001,33.660000000000004,56.95
12560,Lower middle income countries,Eastern and South-eastern Asia,0.3299,Female,,Quintile 1,2005.0,0.0,2.11,26.450000000000003
12561,Lower middle income countries,Eastern and South-eastern Asia,0.4781,Female,,Quintile 2,2005.0,0.73,8.66,41.260000000000005
12562,Lower middle income countries,Eastern and South-eastern Asia,0.6029,Female,,Quintile 3,2005.0,2.1999999999999997,13.719999999999999,55.120000000000005
12563,Lower middle income countries,Eastern and South-eastern Asia,0.7923,Female,,Quintile 4,2005.0,3.04,24.3,77.21000000000001
12564,Lower middle income countries,Eastern and South-eastern Asia,0.8775,Female,,Quintile 5,2005.0,24.169999999999998,48.33,78.8
12565,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 1,2005.0,1.43,5.970000000000001,32.42
12566,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 2,2005.0,3.2800000000000002,14.06,45.93
12567,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 3,2005.0,7.21,22.86,57.24
12568,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 4,2005.0,11.25,36.04,76.23
12569,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 5,2005.0,35.46,61.29,81.53
12570,Lower middle income countries,Eastern and South-eastern Asia,0.3838,Female,,Quintile 1,2005.0,,,
12571,Lower middle income countries,Eastern and South-eastern Asia,0.4185,Female,,Quintile 1,2005.0,,,49.09
12572,Lower middle income countries,Eastern and South-eastern Asia,0.456,Female,,Quintile 1,2005.0,,,
12573,Lower middle income countries,Eastern and South-eastern Asia,0.4226,Female,,Quintile 1,2005.0,0.0,0.0,27.02
12574,Lower middle income countries,Eastern and South-eastern Asia,0.2962,Female,,Quintile 1,2005.0,,,
12575,Lower middle income countries,Eastern and South-eastern Asia,0.4464,Female,,Quintile 1,2005.0,,,
12576,Lower middle income countries,Eastern and South-eastern Asia,0.0428,Female,,Quintile 1,2005.0,,,
12577,Lower middle income countries,Eastern and South-eastern Asia,0.2084,Female,,Quintile 1,2005.0,,3.5700000000000003,26.61
12578,Lower middle income countries,Eastern and South-eastern Asia,0.4762,Female,,Quintile 1,2005.0,,,21.44
12579,Lower middle income countries,Eastern and South-eastern Asia,0.5875,Female,,Quintile 1,2005.0,,,
12580,Lower middle income countries,Eastern and South-eastern Asia,0.4741,Female,,Quintile 2,2005.0,,,
12581,Lower middle income countries,Eastern and South-eastern Asia,0.6505,Female,,Quintile 2,2005.0,,,
12582,Lower middle income countries,Eastern and South-eastern Asia,0.4498,Female,,Quintile 2,2005.0,,,
12583,Lower middle income countries,Eastern and South-eastern Asia,0.7959,Female,,Quintile 2,2005.0,,,
12584,Lower middle income countries,Eastern and South-eastern Asia,0.6003,Female,,Quintile 2,2005.0,,,
12585,Lower middle income countries,Eastern and South-eastern Asia,0.4641,Female,,Quintile 2,2005.0,0.0,,41.839999999999996
12586,Lower middle income countries,Eastern and South-eastern Asia,0.244,Female,,Quintile 2,2005.0,,4.6899999999999995,
12587,Lower middle income countries,Eastern and South-eastern Asia,0.3284,Female,,Quintile 2,2005.0,0.0,,15.290000000000001
12588,Lower middle income countries,Eastern and South-eastern Asia,0.5274,Female,,Quintile 2,2005.0,,,
12589,Lower middle income countries,Eastern and South-eastern Asia,0.6642,Female,,Quintile 2,2005.0,,,
12590,Lower middle income countries,Eastern and South-eastern Asia,0.522,Female,,Quintile 3,2005.0,,,
12591,Lower middle income countries,Eastern and South-eastern Asia,0.7217,Female,,Quintile 3,2005.0,,,
12592,Lower middle income countries,Eastern and South-eastern Asia,0.6793,Female,,Quintile 3,2005.0,,,76.84
12593,Lower middle income countries,Eastern and South-eastern Asia,0.7294,Female,,Quintile 3,2005.0,,,
12594,Lower middle income countries,Eastern and South-eastern Asia,0.6806,Female,,Quintile 3,2005.0,,,
12595,Lower middle income countries,Eastern and South-eastern Asia,0.8152,Female,,Quintile 3,2005.0,,,
12596,Lower middle income countries,Eastern and South-eastern Asia,0.6488,Female,,Quintile 3,2005.0,2.88,,50.88
12597,Lower middle income countries,Eastern and South-eastern Asia,0.287,Female,,Quintile 3,2005.0,,5.12,39.7
12598,Lower middle income countries,Eastern and South-eastern Asia,0.5036,Female,,Quintile 3,2005.0,,,
12599,Lower middle income countries,Eastern and South-eastern Asia,0.5982,Female,,Quintile 3,2005.0,,,
12600,Lower middle income countries,Eastern and South-eastern Asia,0.7354,Female,,Quintile 3,2005.0,,,74.6
12601,Lower middle income countries,Eastern and South-eastern Asia,0.8809,Female,,Quintile 4,2005.0,,,
12602,Lower middle income countries,Eastern and South-eastern Asia,0.9363,Female,,Quintile 4,2005.0,,,
12603,Lower middle income countries,Eastern and South-eastern Asia,0.6916,Female,,Quintile 4,2005.0,,,88.21
12604,Lower middle income countries,Eastern and South-eastern Asia,0.9547,Female,,Quintile 4,2005.0,,,
12605,Lower middle income countries,Eastern and South-eastern Asia,0.8494,Female,,Quintile 4,2005.0,7.449999999999999,22.16,89.4
12606,Lower middle income countries,Eastern and South-eastern Asia,0.9075,Female,,Quintile 4,2005.0,,,82.72
12607,Lower middle income countries,Eastern and South-eastern Asia,0.6704,Female,,Quintile 4,2005.0,,,
12608,Lower middle income countries,Eastern and South-eastern Asia,0.8486,Female,,Quintile 4,2005.0,,,
12609,Lower middle income countries,Eastern and South-eastern Asia,0.5553,Female,,Quintile 4,2005.0,,27.76,
12610,Lower middle income countries,Eastern and South-eastern Asia,0.7168,Female,,Quintile 4,2005.0,,,
12611,Lower middle income countries,Eastern and South-eastern Asia,0.8072,Female,,Quintile 4,2005.0,,,82.54
12612,Lower middle income countries,Eastern and South-eastern Asia,0.8433,Female,,Quintile 4,2005.0,,,86.56
12613,Lower middle income countries,Eastern and South-eastern Asia,0.9688,Female,,Quintile 5,2005.0,,,
12614,Lower middle income countries,Eastern and South-eastern Asia,0.9322,Female,,Quintile 5,2005.0,,,
12615,Lower middle income countries,Eastern and South-eastern Asia,0.975,Female,,Quintile 5,2005.0,,,
12616,Lower middle income countries,Eastern and South-eastern Asia,0.9574,Female,,Quintile 5,2005.0,,,
12617,Lower middle income countries,Eastern and South-eastern Asia,0.9219,Female,,Quintile 5,2005.0,20.69,56.57,94.51
12618,Lower middle income countries,Eastern and South-eastern Asia,0.9374,Female,,Quintile 5,2005.0,,,
12619,Lower middle income countries,Eastern and South-eastern Asia,0.8732,Female,,Quintile 5,2005.0,32.48,43.22,74.38
12620,Lower middle income countries,Eastern and South-eastern Asia,0.9372,Female,,Quintile 5,2005.0,,,
12621,Lower middle income countries,Eastern and South-eastern Asia,0.8167,Female,,Quintile 5,2005.0,,,
12622,Lower middle income countries,Eastern and South-eastern Asia,0.7863,Female,,Quintile 5,2005.0,6.08,42.22,
12623,Lower middle income countries,Eastern and South-eastern Asia,0.8254,Female,,Quintile 5,2005.0,,,
12624,Lower middle income countries,Eastern and South-eastern Asia,0.9003,Female,,Quintile 5,2005.0,,,
12625,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 3,2005.0,,46.400000000000006,64.36
12626,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 4,2005.0,12.21,38.22,87.27000000000001
12627,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 4,2005.0,,48.620000000000005,96.88
12628,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 5,2005.0,,,
12629,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 5,2005.0,,61.980000000000004,73.96000000000001
12630,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 5,2005.0,45.15,62.92,81.08
12631,Lower middle income countries,Eastern and South-eastern Asia,1.0,Male,,Quintile 5,2005.0,,,
12632,Lower middle income countries,Eastern and South-eastern Asia,0.7796,,,,2005.0,10.39,26.76,58.95
12633,Lower middle income countries,Eastern and South-eastern Asia,0.4056,,,Quintile 1,2005.0,0.75,4.05,29.81
12634,Lower middle income countries,Eastern and South-eastern Asia,0.5649,,,Quintile 2,2005.0,1.97,11.58,43.72
12635,Lower middle income countries,Eastern and South-eastern Asia,0.7047,,,Quintile 3,2005.0,4.55,18.32,56.26
12636,Lower middle income countries,Eastern and South-eastern Asia,0.8655,,,Quintile 4,2005.0,7.249999999999999,30.349999999999998,76.7
12637,Lower middle income countries,Eastern and South-eastern Asia,0.932,,,Quintile 5,2005.0,29.270000000000003,54.17999999999999,79.97999999999999
12638,Lower middle income countries,Eastern and South-eastern Asia,0.4374,,,Quintile 1,2005.0,,,26.21
12639,Lower middle income countries,Eastern and South-eastern Asia,0.4185,,,Quintile 1,2005.0,2.33,0.0,52.05
12640,Lower middle income countries,Eastern and South-eastern Asia,0.456,,,Quintile 1,2005.0,0.0,,30.659999999999997
12641,Lower middle income countries,Eastern and South-eastern Asia,0.449,,,Quintile 1,2005.0,1.54,2.9499999999999997,29.099999999999998
12642,Lower middle income countries,Eastern and South-eastern Asia,0.3247,,,Quintile 1,2005.0,0.0,4.07,31.2
12643,Lower middle income countries,Eastern and South-eastern Asia,0.5908,,,Quintile 1,2005.0,1.9,6.74,33.72
12644,Lower middle income countries,Eastern and South-eastern Asia,0.0915,,,Quintile 1,2005.0,0.0,0.0,21.86
12645,Lower middle income countries,Eastern and South-eastern Asia,0.2247,,,Quintile 1,2005.0,0.0,1.97,21.44
12646,Lower middle income countries,Eastern and South-eastern Asia,0.6278,,,Quintile 1,2005.0,,29.580000000000002,30.2
12647,Lower middle income countries,Eastern and South-eastern Asia,0.6704,,,Quintile 1,2005.0,,10.17,44.57
12648,Lower middle income countries,Eastern and South-eastern Asia,0.4945,,,Quintile 2,2005.0,0.0,5.779999999999999,36.52
12649,Lower middle income countries,Eastern and South-eastern Asia,0.7778,,,Quintile 2,2005.0,0.0,21.41,65.79
12650,Lower middle income countries,Eastern and South-eastern Asia,0.5255,,,Quintile 2,2005.0,2.2800000000000002,13.889999999999999,40.58
12651,Lower middle income countries,Eastern and South-eastern Asia,0.8225,,,Quintile 2,2005.0,5.0,16.25,56.63
12652,Lower middle income countries,Eastern and South-eastern Asia,0.6657,,,Quintile 2,2005.0,,12.68,45.379999999999995
12653,Lower middle income countries,Eastern and South-eastern Asia,0.5495,,,Quintile 2,2005.0,1.79,9.45,44.48
12654,Lower middle income countries,Eastern and South-eastern Asia,0.3354,,,Quintile 2,2005.0,2.03,7.21,37.13
12655,Lower middle income countries,Eastern and South-eastern Asia,0.3592,,,Quintile 2,2005.0,0.0,4.12,21.11
12656,Lower middle income countries,Eastern and South-eastern Asia,0.713,,,Quintile 2,2005.0,0.0,21.57,69.38
12657,Lower middle income countries,Eastern and South-eastern Asia,0.776,,,Quintile 2,2005.0,13.86,30.599999999999998,62.050000000000004
12658,Lower middle income countries,Eastern and South-eastern Asia,0.5876,,,Quintile 3,2005.0,5.33,7.01,54.730000000000004
12659,Lower middle income countries,Eastern and South-eastern Asia,0.8339,,,Quintile 3,2005.0,2.36,16.189999999999998,60.64000000000001
12660,Lower middle income countries,Eastern and South-eastern Asia,0.7528,,,Quintile 3,2005.0,5.75,10.97,71.94
12661,Lower middle income countries,Eastern and South-eastern Asia,0.7596,,,Quintile 3,2005.0,4.68,23.669999999999998,68.78
12662,Lower middle income countries,Eastern and South-eastern Asia,0.7673,,,Quintile 3,2005.0,2.74,16.57,52.400000000000006
12663,Lower middle income countries,Eastern and South-eastern Asia,0.8684,,,Quintile 3,2005.0,2.3,16.54,74.03999999999999
12664,Lower middle income countries,Eastern and South-eastern Asia,0.7485,,,Quintile 3,2005.0,4.279999999999999,29.24,61.18
12665,Lower middle income countries,Eastern and South-eastern Asia,0.3927,,,Quintile 3,2005.0,2.0,15.409999999999998,44.04
12666,Lower middle income countries,Eastern and South-eastern Asia,0.5768,,,Quintile 3,2005.0,0.0,7.17,37.49
12667,Lower middle income countries,Eastern and South-eastern Asia,0.7756,,,Quintile 3,2005.0,17.46,27.060000000000002,64.87
12668,Lower middle income countries,Eastern and South-eastern Asia,0.8522,,,Quintile 3,2005.0,6.03,36.809999999999995,69.04
12669,Lower middle income countries,Eastern and South-eastern Asia,0.92,,,Quintile 4,2005.0,2.2399999999999998,30.769999999999996,71.46000000000001
12670,Lower middle income countries,Eastern and South-eastern Asia,0.9571,,,Quintile 4,2005.0,,,89.57000000000001
12671,Lower middle income countries,Eastern and South-eastern Asia,0.7779,,,Quintile 4,2005.0,2.45,28.910000000000004,85.26
12672,Lower middle income countries,Eastern and South-eastern Asia,0.9735,,,Quintile 4,2005.0,18.360000000000003,,83.49
12673,Lower middle income countries,Eastern and South-eastern Asia,0.913,,,Quintile 4,2005.0,10.18,30.070000000000004,88.21
12674,Lower middle income countries,Eastern and South-eastern Asia,0.927,,,Quintile 4,2005.0,12.280000000000001,30.409999999999997,82.08
12675,Lower middle income countries,Eastern and South-eastern Asia,0.7651,,,Quintile 4,2005.0,,,
12676,Lower middle income countries,Eastern and South-eastern Asia,0.9092,,,Quintile 4,2005.0,3.44,30.380000000000003,83.17999999999999
12677,Lower middle income countries,Eastern and South-eastern Asia,0.6928,,,Quintile 4,2005.0,7.79,28.99,74.72
12678,Lower middle income countries,Eastern and South-eastern Asia,0.772,,,Quintile 4,2005.0,,29.37,62.18
12679,Lower middle income countries,Eastern and South-eastern Asia,0.8787,,,Quintile 4,2005.0,10.08,19.38,84.35000000000001
12680,Lower middle income countries,Eastern and South-eastern Asia,0.9211,,,Quintile 4,2005.0,11.66,51.959999999999994,92.05
12681,Lower middle income countries,Eastern and South-eastern Asia,0.9823,,,Quintile 5,2005.0,,,60.73
12682,Lower middle income countries,Eastern and South-eastern Asia,0.9595,,,Quintile 5,2005.0,,,
12683,Lower middle income countries,Eastern and South-eastern Asia,0.9868,,,Quintile 5,2005.0,20.94,77.84,86.95
12684,Lower middle income countries,Eastern and South-eastern Asia,0.9762,,,Quintile 5,2005.0,,,95.99
12685,Lower middle income countries,Eastern and South-eastern Asia,0.9606,,,Quintile 5,2005.0,23.0,59.79,84.78999999999999
12686,Lower middle income countries,Eastern and South-eastern Asia,0.9623,,,Quintile 5,2005.0,,,
12687,Lower middle income countries,Eastern and South-eastern Asia,0.9307,,,Quintile 5,2005.0,38.68,51.23,76.98
12688,Lower middle income countries,Eastern and South-eastern Asia,0.9657,,,Quintile 5,2005.0,,81.28999999999999,92.43
12689,Lower middle income countries,Eastern and South-eastern Asia,0.9016,,,Quintile 5,2005.0,,47.93,90.14
12690,Lower middle income countries,Eastern and South-eastern Asia,0.8723,,,Quintile 5,2005.0,10.440000000000001,50.41,69.78999999999999
12691,Lower middle income countries,Eastern and South-eastern Asia,0.9168,,,Quintile 5,2005.0,,,88.02
12692,Lower middle income countries,Eastern and South-eastern Asia,0.9391,,,Quintile 5,2005.0,,69.98,84.3
12693,Lower middle income countries,Eastern and South-eastern Asia,0.7462,,Rural,,2010.0,9.68,31.59,68.75
12694,Lower middle income countries,Eastern and South-eastern Asia,0.9164,,Urban,,2010.0,40.660000000000004,55.88999999999999,82.53
12695,Lower middle income countries,Eastern and South-eastern Asia,0.7472,,Rural,,2010.0,7.17,28.65,66.72
12696,Lower middle income countries,Eastern and South-eastern Asia,0.6827,,Rural,,2010.0,,,
12697,Lower middle income countries,Eastern and South-eastern Asia,0.9201,,Urban,,2010.0,37.0,55.33,82.41000000000001
12698,Lower middle income countries,Eastern and South-eastern Asia,0.7293,Female,Rural,,2010.0,8.38,28.310000000000002,70.16
12699,Lower middle income countries,Eastern and South-eastern Asia,0.9067,Female,Urban,,2010.0,38.879999999999995,51.790000000000006,81.52000000000001
12700,Lower middle income countries,Eastern and South-eastern Asia,0.7598,Male,Rural,,2010.0,10.96,34.58,67.45
12701,Lower middle income countries,Eastern and South-eastern Asia,0.9244,Male,Urban,,2010.0,42.34,60.529999999999994,83.57
12702,Lower middle income countries,Eastern and South-eastern Asia,0.4675,Female,Rural,Quintile 1,2010.0,0.38,11.35,45.2
12703,Lower middle income countries,Eastern and South-eastern Asia,0.6257,Female,Rural,Quintile 2,2010.0,2.37,12.5,63.38
12704,Lower middle income countries,Eastern and South-eastern Asia,0.7438,Female,Rural,Quintile 3,2010.0,5.84,29.93,71.75
12705,Lower middle income countries,Eastern and South-eastern Asia,0.8737,Female,Rural,Quintile 4,2010.0,15.959999999999999,41.870000000000005,87.74
12706,Lower middle income countries,Eastern and South-eastern Asia,0.9544,Female,Rural,Quintile 5,2010.0,29.2,54.03,93.0
12707,Lower middle income countries,Eastern and South-eastern Asia,0.5652,Female,Urban,Quintile 1,2010.0,,,
12708,Lower middle income countries,Eastern and South-eastern Asia,0.5933,Female,Urban,Quintile 2,2010.0,,,
12709,Lower middle income countries,Eastern and South-eastern Asia,0.6873,Female,Urban,Quintile 3,2010.0,0.0,23.61,66.44
